"Isolate_Id","Subtype","Submitting_Lab","Originating_Lab"
"EPI_ISL_529043","A/H3N2","Crick Worldwide Influenza Centre","Landspitali - University Hospital"
"EPI_ISL_224540","A/H3N2","Crick Worldwide Influenza Centre","Landspitali - University Hospital"
"EPI_ISL_337897","A/H3N2","Crick Worldwide Influenza Centre","Landspitali - University Hospital"
"EPI_ISL_485760","A/H3N2","Crick Worldwide Influenza Centre","Landspitali - University Hospital"
"EPI_ISL_13203514","A/H3N2","Crick Worldwide Influenza Centre","Landspitali - University Hospital"
"EPI_ISL_320639","A/H3N2","Crick Worldwide Influenza Centre","Lithuanian AIDS Center Laboratory"
"EPI_ISL_300424","A/H3N2","Crick Worldwide Influenza Centre","Mater Dei Hospital"
"EPI_ISL_300422","A/H3N2","Crick Worldwide Influenza Centre","Mater Dei Hospital"
"EPI_ISL_347199","A/H3N2","Crick Worldwide Influenza Centre","Ministry of Health of Ukraine"
"EPI_ISL_262308","A/H3N2","Crick Worldwide Influenza Centre","Ministry of Health of Ukraine"
"EPI_ISL_273284","A/H3N2","Crick Worldwide Influenza Centre","Ministry of Health of Ukraine"
"EPI_ISL_342037","A/H3N2","Crick Worldwide Influenza Centre","Ministry of Health of Ukraine"
"EPI_ISL_347197","A/H3N2","Crick Worldwide Influenza Centre","Ministry of Health of Ukraine"
"EPI_ISL_190939","A/H3N2","Crick Worldwide Influenza Centre","Ministry of Health of Ukraine"
"EPI_ISL_262309","A/H3N2","Crick Worldwide Influenza Centre","Ministry of Health of Ukraine"
"EPI_ISL_347200","A/H3N2","Crick Worldwide Influenza Centre","Ministry of Health of Ukraine"
"EPI_ISL_201714","A/H3N2","Crick Worldwide Influenza Centre","National Centre for Preventive Medicine"
"EPI_ISL_190941","A/H3N2","Crick Worldwide Influenza Centre","National Centre for Preventive Medicine"
"EPI_ISL_342094","A/H3N2","Crick Worldwide Influenza Centre","National Centre for Preventive Medicine"
"EPI_ISL_201701","A/H3N2","Crick Worldwide Influenza Centre","National Centre for Preventive Medicine"
"EPI_ISL_179292","A/H3N2","Crick Worldwide Influenza Centre","National Centre of Infectious and"
"EPI_ISL_274537","A/H3N2","Crick Worldwide Influenza Centre","National Centre of Infectious and"
"EPI_ISL_274524","A/H3N2","Crick Worldwide Influenza Centre","National Centre of Infectious and"
"EPI_ISL_337879","A/H3N2","Crick Worldwide Influenza Centre","National Centre of Infectious and"
"EPI_ISL_434404","A/H3N2","Crick Worldwide Influenza Centre","National Centre of Infectious and"
"EPI_ISL_13704468","A/H3N2","Crick Worldwide Influenza Centre","National Centre of Infectious and"
"EPI_ISL_16836656","A/H3N2","Crick Worldwide Influenza Centre","National Centre of Infectious and"
"EPI_ISL_179289","A/H3N2","Crick Worldwide Influenza Centre","National Centre of Infectious and"
"EPI_ISL_179281","A/H3N2","Crick Worldwide Influenza Centre","National Centre of Infectious and"
"EPI_ISL_274526","A/H3N2","Crick Worldwide Influenza Centre","National Centre of Infectious and"
"EPI_ISL_364782","A/H3N2","Crick Worldwide Influenza Centre","National Centre of Infectious and"
"EPI_ISL_434396","A/H3N2","Crick Worldwide Influenza Centre","National Centre of Infectious and"
"EPI_ISL_409955","A/H3N2","Crick Worldwide Influenza Centre","National Centre of Infectious and"
"EPI_ISL_13704490","A/H3N2","Crick Worldwide Influenza Centre","National Centre of Infectious and"
"EPI_ISL_245172","A/H3N2","Crick Worldwide Influenza Centre","National Centre of Infectious and"
"EPI_ISL_274522","A/H3N2","Crick Worldwide Influenza Centre","National Centre of Infectious and"
"EPI_ISL_364783","A/H3N2","Crick Worldwide Influenza Centre","National Centre of Infectious and"
"EPI_ISL_363149","A/H3N2","Crick Worldwide Influenza Centre","National Centre of Infectious and"
"EPI_ISL_193195","A/H3N2","Crick Worldwide Influenza Centre","National Institute for Communicable Disease"
"EPI_ISL_193209","A/H3N2","Crick Worldwide Influenza Centre","National Institute for Communicable Disease"
"EPI_ISL_193188","A/H3N2","Crick Worldwide Influenza Centre","National Institute for Communicable Disease"
"EPI_ISL_193206","A/H3N2","Crick Worldwide Influenza Centre","National Institute for Communicable Disease"
"EPI_ISL_193242","A/H3N2","Crick Worldwide Influenza Centre","National Institute for Communicable Disease"
"EPI_ISL_193212","A/H3N2","Crick Worldwide Influenza Centre","National Institute for Communicable Disease"
"EPI_ISL_193194","A/H3N2","Crick Worldwide Influenza Centre","National Institute for Communicable Disease"
"EPI_ISL_193208","A/H3N2","Crick Worldwide Influenza Centre","National Institute for Communicable Disease"
"EPI_ISL_231820","A/H3N2","Crick Worldwide Influenza Centre","National Institute for Communicable Disease"
"EPI_ISL_231814","A/H3N2","Crick Worldwide Influenza Centre","National Institute for Communicable Disease"
"EPI_ISL_232867","A/H3N2","Crick Worldwide Influenza Centre","National Institute for Communicable Disease"
"EPI_ISL_237659","A/H3N2","Crick Worldwide Influenza Centre","National Institute for Communicable Disease"
"EPI_ISL_278116","A/H3N2","Crick Worldwide Influenza Centre","National Institute for Communicable Disease"
"EPI_ISL_278110","A/H3N2","Crick Worldwide Influenza Centre","National Institute for Communicable Disease"
"EPI_ISL_278112","A/H3N2","Crick Worldwide Influenza Centre","National Institute for Communicable Disease"
"EPI_ISL_500754","A/H3N2","Crick Worldwide Influenza Centre","National Institute for Communicable Disease"
"EPI_ISL_388759","A/H3N2","Crick Worldwide Influenza Centre","National Institute for Communicable Disease"
"EPI_ISL_500756","A/H3N2","Crick Worldwide Influenza Centre","National Institute for Communicable Disease"
"EPI_ISL_388760","A/H3N2","Crick Worldwide Influenza Centre","National Institute for Communicable Disease"
"EPI_ISL_388768","A/H3N2","Crick Worldwide Influenza Centre","National Institute for Communicable Disease"
"EPI_ISL_388748","A/H3N2","Crick Worldwide Influenza Centre","National Institute for Communicable Disease"
"EPI_ISL_388758","A/H3N2","Crick Worldwide Influenza Centre","National Institute for Communicable Disease"
"EPI_ISL_500757","A/H3N2","Crick Worldwide Influenza Centre","National Institute for Communicable Disease"
"EPI_ISL_388764","A/H3N2","Crick Worldwide Influenza Centre","National Institute for Communicable Disease"
"EPI_ISL_388757","A/H3N2","Crick Worldwide Influenza Centre","National Institute for Communicable Disease"
"EPI_ISL_388752","A/H3N2","Crick Worldwide Influenza Centre","National Institute for Communicable Disease"
"EPI_ISL_500752","A/H3N2","Crick Worldwide Influenza Centre","National Institute for Communicable Disease"
"EPI_ISL_9402228","A/H3N2","Crick Worldwide Influenza Centre","National Institute for Communicable Disease"
"EPI_ISL_9402251","A/H3N2","Crick Worldwide Influenza Centre","National Institute for Communicable Disease"
"EPI_ISL_16465162","A/H3N2","Crick Worldwide Influenza Centre","National Institute for Communicable Disease"
"EPI_ISL_18167338","A/H3N2","Crick Worldwide Influenza Centre","National Institute for Communicable Disease"
"EPI_ISL_193215","A/H3N2","Crick Worldwide Influenza Centre","National Institute for Communicable Disease"
"EPI_ISL_232870","A/H3N2","Crick Worldwide Influenza Centre","National Institute for Communicable Disease"
"EPI_ISL_232865","A/H3N2","Crick Worldwide Influenza Centre","National Institute for Communicable Disease"
"EPI_ISL_231815","A/H3N2","Crick Worldwide Influenza Centre","National Institute for Communicable Disease"
"EPI_ISL_237661","A/H3N2","Crick Worldwide Influenza Centre","National Institute for Communicable Disease"
"EPI_ISL_232872","A/H3N2","Crick Worldwide Influenza Centre","National Institute for Communicable Disease"
"EPI_ISL_278117","A/H3N2","Crick Worldwide Influenza Centre","National Institute for Communicable Disease"
"EPI_ISL_278104","A/H3N2","Crick Worldwide Influenza Centre","National Institute for Communicable Disease"
"EPI_ISL_278113","A/H3N2","Crick Worldwide Influenza Centre","National Institute for Communicable Disease"
"EPI_ISL_388754","A/H3N2","Crick Worldwide Influenza Centre","National Institute for Communicable Disease"
"EPI_ISL_388753","A/H3N2","Crick Worldwide Influenza Centre","National Institute for Communicable Disease"
"EPI_ISL_500753","A/H3N2","Crick Worldwide Influenza Centre","National Institute for Communicable Disease"
"EPI_ISL_388761","A/H3N2","Crick Worldwide Influenza Centre","National Institute for Communicable Disease"
"EPI_ISL_9402252","A/H3N2","Crick Worldwide Influenza Centre","National Institute for Communicable Disease"
"EPI_ISL_9402031","A/H3N2","Crick Worldwide Influenza Centre","National Institute for Communicable Disease"
"EPI_ISL_18037513","A/H3N2","Crick Worldwide Influenza Centre","National Institute for Communicable Disease"
"EPI_ISL_193196","A/H3N2","Crick Worldwide Influenza Centre","National Institute for Communicable Disease"
"EPI_ISL_193193","A/H3N2","Crick Worldwide Influenza Centre","National Institute for Communicable Disease"
"EPI_ISL_193190","A/H3N2","Crick Worldwide Influenza Centre","National Institute for Communicable Disease"
"EPI_ISL_193207","A/H3N2","Crick Worldwide Influenza Centre","National Institute for Communicable Disease"
"EPI_ISL_231818","A/H3N2","Crick Worldwide Influenza Centre","National Institute for Communicable Disease"
"EPI_ISL_278120","A/H3N2","Crick Worldwide Influenza Centre","National Institute for Communicable Disease"
"EPI_ISL_278121","A/H3N2","Crick Worldwide Influenza Centre","National Institute for Communicable Disease"
"EPI_ISL_278118","A/H3N2","Crick Worldwide Influenza Centre","National Institute for Communicable Disease"
"EPI_ISL_388750","A/H3N2","Crick Worldwide Influenza Centre","National Institute for Communicable Disease"
"EPI_ISL_388756","A/H3N2","Crick Worldwide Influenza Centre","National Institute for Communicable Disease"
"EPI_ISL_388766","A/H3N2","Crick Worldwide Influenza Centre","National Institute for Communicable Disease"
"EPI_ISL_12942786","A/H3N2","Crick Worldwide Influenza Centre","National Institute for Public Health and the Environment (RIVM)"
"EPI_ISL_388701","A/H3N2","Crick Worldwide Influenza Centre","National Institute of Public Health"
"EPI_ISL_262251","A/H3N2","Crick Worldwide Influenza Centre","National Institute of Public Health - National Institute of Hygiene"
"EPI_ISL_273204","A/H3N2","Crick Worldwide Influenza Centre","National Institute of Public Health - National Institute of Hygiene"
"EPI_ISL_273186","A/H3N2","Crick Worldwide Influenza Centre","National Institute of Public Health - National Institute of Hygiene"
"EPI_ISL_498387","A/H3N2","Crick Worldwide Influenza Centre","National Institute of Public Health - National Institute of Hygiene"
"EPI_ISL_17699591","A/H3N2","Crick Worldwide Influenza Centre","National Institute of Public Health - National Institute of Hygiene"
"EPI_ISL_13203536","A/H3N2","Crick Worldwide Influenza Centre","National Institute of Public Health - National Institute of Hygiene"
"EPI_ISL_253141","A/H3N2","Crick Worldwide Influenza Centre","National Institute of Public Health - National Institute of Hygiene"
"EPI_ISL_14212931","A/H3N2","Crick Worldwide Influenza Centre","National Institute of Public Health - National Institute of Hygiene"
"EPI_ISL_191799","A/H3N2","Crick Worldwide Influenza Centre","National Public Health Institute of Slovakia"
"EPI_ISL_191796","A/H3N2","Crick Worldwide Influenza Centre","National Public Health Institute of Slovakia"
"EPI_ISL_191778","A/H3N2","Crick Worldwide Influenza Centre","National Public Health Institute of Slovakia"
"EPI_ISL_191767","A/H3N2","Crick Worldwide Influenza Centre","National Public Health Institute of Slovakia"
"EPI_ISL_16759899","A/H3N2","Crick Worldwide Influenza Centre","National Public Health Institute of Slovakia"
"EPI_ISL_275515","A/H3N2","Crick Worldwide Influenza Centre","National Public Health Institute of Slovakia"
"EPI_ISL_275506","A/H3N2","Crick Worldwide Influenza Centre","National Public Health Institute of Slovakia"
"EPI_ISL_377341","A/H3N2","Crick Worldwide Influenza Centre","National Public Health Institute of Slovakia"
"EPI_ISL_477546","A/H3N2","Crick Worldwide Influenza Centre","National Public Health Institute of Slovakia"
"EPI_ISL_191779","A/H3N2","Crick Worldwide Influenza Centre","National Public Health Institute of Slovakia"
"EPI_ISL_275505","A/H3N2","Crick Worldwide Influenza Centre","National Public Health Institute of Slovakia"
"EPI_ISL_377296","A/H3N2","Crick Worldwide Influenza Centre","National Public Health Institute of Slovakia"
"EPI_ISL_477581","A/H3N2","Crick Worldwide Influenza Centre","National Public Health Institute of Slovakia"
"EPI_ISL_208206","A/H3N2","Crick Worldwide Influenza Centre","Public Health Agency of Sweden"
"EPI_ISL_3315856","A/H3N2","Crick Worldwide Influenza Centre","Public Health Agency of Sweden"
"EPI_ISL_18271045","A/H3N2","Crick Worldwide Influenza Centre","Public health institute of the Republic of Srpska"
"EPI_ISL_301405","A/H3N2","Crick Worldwide Influenza Centre","Regional Virus Laboratory, Microbiology Department, Royal Victoria Hospital"
"EPI_ISL_363105","A/H3N2","Crick Worldwide Influenza Centre","Regional Virus Laboratory, Microbiology Department, Royal Victoria Hospital"
"EPI_ISL_294240","A/H3N2","Crick Worldwide Influenza Centre","Regional Virus Laboratory, Microbiology Department, Royal Victoria Hospital"
"EPI_ISL_320650","A/H3N2","Crick Worldwide Influenza Centre","Regional Virus Laboratory, Microbiology Department, Royal Victoria Hospital"
"EPI_ISL_312273","A/H3N2","Crick Worldwide Influenza Centre","Robert Koch Institute Nationales Referenzzentrum für Influenza"
"EPI_ISL_355050","A/H3N2","Crick Worldwide Influenza Centre","Robert Koch Institute Nationales Referenzzentrum für Influenza"
"EPI_ISL_12219570","A/H3N2","Crick Worldwide Influenza Centre","Robert Koch Institute Nationales Referenzzentrum für Influenza"
"EPI_ISL_17505334","A/H3N2","Crick Worldwide Influenza Centre","Robert Koch Institute Nationales Referenzzentrum für Influenza"
"EPI_ISL_209101","A/H3N2","Crick Worldwide Influenza Centre","Robert Koch Institute Nationales Referenzzentrum für Influenza"
"EPI_ISL_206943","A/H3N2","Crick Worldwide Influenza Centre","Robert Koch Institute Nationales Referenzzentrum für Influenza"
"EPI_ISL_274109","A/H3N2","Crick Worldwide Influenza Centre","Robert Koch Institute Nationales Referenzzentrum für Influenza"
"EPI_ISL_344061","A/H3N2","Crick Worldwide Influenza Centre","Robert Koch Institute Nationales Referenzzentrum für Influenza"
"EPI_ISL_426198","A/H3N2","Crick Worldwide Influenza Centre","Scientific Institute of Public Health"
"EPI_ISL_344075","A/H3N2","Crick Worldwide Influenza Centre","Scientific Institute of Public Health"
"EPI_ISL_477425","A/H3N2","Crick Worldwide Influenza Centre","Scientific Institute of Public Health"
"EPI_ISL_12240108","A/H3N2","Crick Worldwide Influenza Centre","Scientific Institute of Public Health"
"EPI_ISL_274502","A/H3N2","Crick Worldwide Influenza Centre","Scientific Institute of Public Health"
"EPI_ISL_248854","A/H3N2","Crick Worldwide Influenza Centre","State Agency, Infectology Center of Latvia"
"EPI_ISL_477516","A/H3N2","Crick Worldwide Influenza Centre","Statens Serum Institute"
"EPI_ISL_257369","A/H3N2","Crick Worldwide Influenza Centre","Statens Serum Institute"
"EPI_ISL_244222","A/H3N2","Crick Worldwide Influenza Centre","Swiss National Reference Centre for Influenza"
"EPI_ISL_244220","A/H3N2","Crick Worldwide Influenza Centre","Swiss National Reference Centre for Influenza"
"EPI_ISL_16751064","A/H3N2","Crick Worldwide Influenza Centre","UCD National Virus Reference Laboratory"
"EPI_ISL_256030","A/H3N2","Crick Worldwide Influenza Centre","UCD National Virus Reference Laboratory"
"EPI_ISL_308720","A/H3N2","Crick Worldwide Influenza Centre","UCD National Virus Reference Laboratory"
"EPI_ISL_426207","A/H3N2","Crick Worldwide Influenza Centre","UCD National Virus Reference Laboratory"
"EPI_ISL_18007343","A/H3N2","Crick Worldwide Influenza Centre","UCD National Virus Reference Laboratory"
"EPI_ISL_329779","A/H3N2","Crick Worldwide Influenza Centre","UCD National Virus Reference Laboratory"
"EPI_ISL_239766","A/H3N2","Crick Worldwide Influenza Centre","UK Health Security Agency - Colindale"
"EPI_ISL_314163","A/H3N2","Crick Worldwide Influenza Centre","UK Health Security Agency - Colindale"
"EPI_ISL_16894965","A/H3N2","Crick Worldwide Influenza Centre","UK Health Security Agency - Colindale"
"EPI_ISL_355114","A/H3N2","Crick Worldwide Influenza Centre","Universidad de Valladolid"
"EPI_ISL_9402021","A/H3N2","Crick Worldwide Influenza Centre","Universidad de Valladolid"
"EPI_ISL_18044316","A/H3N2","Crick Worldwide Influenza Centre","Universidad de Valladolid"
"EPI_ISL_12240202","A/H3N2","Crick Worldwide Influenza Centre","Universidad de Valladolid"
"EPI_ISL_16520516","A/H3N2","Crick Worldwide Influenza Centre","Universidad de Valladolid"
"EPI_ISL_16465214","A/H3N2","Crick Worldwide Influenza Centre","Universidad de Valladolid"
